age,sex,race,priors_count,juv_fel_count,charge_degree,days_b_screening_arrest,two_year_recid
18,Male,African-American,0,2,M,16,0
33,Male,African-American,3,2,F,49,1
30,Male,Caucasian,0,0,M,8,0
28,Male,Caucasian,1,0,F,34,0
21,Male,African-American,3,0,F,31,1
29,Male,Caucasian,0,0,F,32,1
28,Male,Hispanic,1,0,M,8,0
32,Female,African-American,5,0,F,35,1
22,Male,Hispanic,2,1,F,31,1
32,Male,African-American,3,0,F,31,1
30,Male,Hispanic,5,1,F,19,1
37,Male,Caucasian,1,0,M,7,0
19,Male,Other,1,0,M,13,1
33,Male,Caucasian,2,0,M,5,0
21,Male,African-American,4,2,F,19,1
19,Female,African-American,7,1,F,37,1
26,Male,African-American,7,0,F,32,0
25,Female,African-American,5,0,F,31,1
29,Male,Caucasian,1,0,M,20,0
29,Female,Caucasian,0,0,M,11,1
29,Male,Caucasian,3,0,M,10,0
39,Male,Other,3,0,M,10,0
33,Female,Hispanic,2,2,M,12,0
22,Female,African-American,3,2,F,36,1
41,Female,African-American,5,2,M,6,0
36,Male,Caucasian,2,1,M,10,1
34,Male,Hispanic,2,0,M,10,1
28,Female,Hispanic,2,1,M,7,1
22,Male,African-American,3,1,F,37,1
18,Male,African-American,2,2,M,12,0
29,Female,African-American,4,2,F,33,0
39,Male,Caucasian,1,1,F,39,0
31,Male,Caucasian,1,2,M,9,0
36,Male,Other,1,1,M,13,1
24,Female,Caucasian,1,0,M,11,1
32,Male,African-American,5,0,F,32,1
25,Male,Caucasian,0,0,F,20,0
24,Male,Hispanic,0,1,M,7,0
48,Male,Caucasian,0,0,F,29,0
30,Male,Hispanic,7,0,F,27,1
21,Female,African-American,4,2,F,28,1
34,Male,Hispanic,0,0,F,27,1
36,Male,Caucasian,0,0,F,31,0
29,Male,African-American,2,2,M,22,0
39,Male,Caucasian,1,1,F,31,1
28,Male,Hispanic,0,1,F,21,1
24,Male,Hispanic,2,1,F,28,1
22,Male,African-American,3,0,F,38,0
18,Male,African-American,6,1,F,37,1
27,Male,African-American,5,2,M,17,0
18,Male,Caucasian,1,0,M,12,0
29,Male,African-American,2,2,F,27,1
24,Male,African-American,5,1,F,33,0
32,Male,African-American,3,3,F,31,0
38,Female,African-American,4,0,F,36,0
26,Male,African-American,3,0,M,18,0
34,Male,Caucasian,2,1,F,40,0
18,Male,African-American,0,1,F,29,0
20,Male,Hispanic,0,2,F,44,1
26,Male,African-American,1,3,M,14,1
43,Female,Hispanic,1,0,M,11,1
34,Male,Caucasian,1,2,M,6,1
38,Female,Caucasian,4,1,M,12,0
22,Male,African-American,1,0,F,27,0
46,Male,Caucasian,1,0,M,16,1
26,Male,African-American,2,0,F,41,1
26,Male,African-American,1,1,M,24,0
36,Male,Caucasian,4,0,F,38,0
35,Male,African-American,4,1,M,14,1
28,Male,Hispanic,2,1,M,7,0
33,Female,Caucasian,1,0,M,18,0
18,Male,African-American,1,1,M,13,0
20,Female,Hispanic,3,0,F,25,1
25,Male,African-American,0,2,M,14,1
35,Male,African-American,1,1,F,28,1
27,Male,African-American,2,1,F,31,0
34,Male,Caucasian,1,0,F,33,0
38,Male,Caucasian,1,0,M,11,1
27,Female,African-American,2,1,M,10,1
38,Female,Caucasian,1,0,F,24,1
36,Male,Caucasian,4,0,F,30,1
41,Female,Caucasian,1,1,F,21,1
33,Female,Caucasian,2,0,F,27,0
20,Male,African-American,5,0,F,33,1
25,Male,African-American,4,1,M,20,1
28,Male,African-American,4,1,M,15,0
26,Female,African-American,5,1,M,12,1
18,Male,African-American,0,1,F,39,1
34,Male,Hispanic,1,0,F,28,0
28,Male,Caucasian,0,0,F,30,0
43,Male,Caucasian,3,0,M,8,0
26,Male,Other,0,0,F,33,1
38,Male,Caucasian,1,0,M,9,1
44,Female,African-American,2,3,M,15,1
25,Female,Caucasian,0,0,F,34,1
34,Male,Caucasian,2,0,M,10,1
27,Male,Hispanic,0,1,M,7,0
35,Male,Hispanic,1,0,F,36,1
31,Male,African-American,7,0,M,13,1
35,Male,African-American,5,0,F,37,0
43,Male,Caucasian,1,0,M,10,1
38,Male,African-American,1,1,F,44,0
29,Male,African-American,2,1,F,35,0
27,Female,African-American,5,0,M,14,0
29,Male,African-American,7,1,M,13,0
23,Female,African-American,4,1,F,23,1
30,Male,African-American,3,1,F,36,1
36,Male,African-American,3,1,F,24,0
34,Male,African-American,3,1,F,28,0
23,Male,Caucasian,1,1,M,12,0
30,Male,African-American,3,1,F,27,1
26,Male,Caucasian,1,0,F,27,1
25,Male,Caucasian,1,0,F,15,1
33,Female,Caucasian,0,1,M,9,0
31,Male,African-American,1,2,M,12,0
24,Male,African-American,4,1,F,31,0
18,Male,Hispanic,2,1,M,11,0
18,Male,African-American,5,1,F,36,1
33,Female,Caucasian,1,0,F,26,1
32,Male,African-American,3,1,F,32,1
32,Female,African-American,1,1,F,35,1
29,Male,African-American,10,1,F,44,1
35,Female,African-American,2,1,F,36,0
41,Male,African-American,2,1,F,34,1
36,Male,Hispanic,1,0,M,21,0
30,Male,Hispanic,0,0,M,12,0
47,Male,Caucasian,1,0,M,13,0
24,Male,Other,1,0,M,13,0
21,Male,Caucasian,0,0,M,12,1
33,Male,African-American,5,1,M,17,0
39,Male,Caucasian,2,1,F,31,1
33,Female,Caucasian,3,0,M,8,1
18,Male,Caucasian,0,0,M,5,1
28,Male,African-American,7,0,M,15,0
22,Male,Caucasian,0,0,M,11,0
24,Male,Caucasian,1,1,F,28,1
26,Male,Hispanic,1,1,M,11,1
41,Female,Other,2,0,F,25,1
32,Male,Other,0,0,M,10,0
37,Male,African-American,3,2,F,43,0
27,Male,African-American,0,1,F,44,1
18,Male,African-American,0,2,M,16,0
23,Female,Other,2,2,F,21,1
33,Male,African-American,4,2,F,28,0
32,Male,Hispanic,2,1,M,12,0
29,Female,African-American,2,1,M,20,0
25,Male,Hispanic,1,1,M,7,0
19,Male,African-American,3,3,F,40,0
23,Male,African-American,6,0,F,32,1
23,Male,African-American,1,1,M,18,1
48,Male,Caucasian,1,1,M,6,0
35,Male,African-American,6,0,F,32,1
18,Male,African-American,3,1,M,16,0
30,Male,Other,1,1,F,31,0
35,Male,African-American,4,0,M,15,0
30,Male,African-American,5,2,F,42,1
43,Male,Caucasian,0,0,F,39,0
18,Male,Hispanic,1,0,M,14,0
30,Male,Caucasian,0,2,F,32,1
32,Male,African-American,1,2,M,15,0
33,Male,Hispanic,1,0,M,10,0
34,Male,African-American,5,1,F,43,1
40,Female,Caucasian,3,0,M,15,0
33,Male,African-American,3,1,M,15,1
22,Male,African-American,3,0,F,37,1
22,Male,Caucasian,1,0,F,25,0
25,Male,African-American,0,1,M,18,0
24,Male,African-American,4,1,M,14,0
21,Female,African-American,5,1,F,29,0
29,Male,Hispanic,4,2,F,25,0
20,Male,African-American,7,1,M,13,1
32,Male,African-American,4,1,M,18,1
26,Male,Other,1,0,F,34,1
32,Male,African-American,3,1,M,12,0
22,Male,Hispanic,2,0,M,6,0
26,Male,African-American,4,0,M,13,1
28,Male,African-American,3,0,F,34,0
22,Male,Hispanic,2,0,F,21,1
19,Male,African-American,1,0,M,11,1
22,Male,African-American,1,2,F,29,1
44,Male,Caucasian,1,0,M,6,0
36,Female,Caucasian,1,0,F,29,1
21,Male,Other,2,0,F,33,1
31,Female,African-American,5,1,M,22,1
28,Male,African-American,2,2,F,33,1
32,Male,Caucasian,1,1,M,9,1
36,Male,Hispanic,4,1,F,24,0
22,Male,African-American,4,2,M,10,0
24,Female,African-American,8,0,F,29,1
35,Male,Other,0,0,M,15,0
36,Female,African-American,1,1,F,31,1
29,Male,Hispanic,1,2,M,11,1
30,Male,African-American,5,2,F,34,0
29,Male,Caucasian,0,1,M,7,0
38,Female,Hispanic,3,1,M,15,0
30,Male,African-American,0,0,M,24,0
37,Male,Caucasian,1,1,F,25,1
25,Male,Caucasian,0,0,F,34,0
21,Male,Other,3,0,F,35,1
18,Male,African-American,7,0,M,11,1
18,Male,African-American,4,2,F,43,1
20,Male,Caucasian,2,1,M,12,0
21,Female,Hispanic,0,0,F,30,0
18,Male,Hispanic,0,1,M,4,1
33,Male,Caucasian,1,0,F,38,0
34,Male,African-American,4,2,F,28,0
26,Male,African-American,0,0,F,31,1
33,Female,Caucasian,1,0,M,8,1
30,Male,Caucasian,3,0,M,17,1
45,Female,Caucasian,0,0,M,11,1
35,Male,Caucasian,1,0,F,28,1
28,Male,Hispanic,4,1,M,15,0
37,Male,Caucasian,3,0,M,13,0
41,Male,Other,2,0,M,7,0
37,Male,Caucasian,0,0,M,10,0
43,Male,Caucasian,1,0,M,12,0
29,Female,Other,1,0,M,8,0
24,Male,Hispanic,3,2,F,31,0
18,Male,Other,0,0,F,36,0
38,Male,African-American,1,1,M,15,0
29,Female,Caucasian,0,0,M,9,0
26,Male,African-American,4,2,M,13,1
28,Male,Hispanic,0,1,M,10,1
25,Male,African-American,4,2,M,11,1
23,Male,African-American,3,1,M,18,0
29,Female,African-American,0,1,M,14,1
37,Female,African-American,7,2,F,42,1
37,Male,Other,1,0,M,6,0
24,Male,African-American,4,0,M,23,1
27,Male,Caucasian,1,0,M,11,1
25,Male,Caucasian,1,0,M,8,1
24,Male,Hispanic,1,0,F,21,0
27,Male,African-American,3,0,M,14,1
36,Male,Caucasian,1,1,M,9,0
19,Female,Hispanic,2,2,M,13,0
30,Male,Caucasian,1,0,M,16,0
35,Male,Other,3,1,F,33,0
40,Female,Caucasian,2,0,M,9,0
38,Female,Caucasian,1,2,M,12,0
19,Male,Caucasian,1,1,M,8,0
26,Male,Caucasian,0,0,M,12,0
25,Male,Other,4,1,M,8,1
27,Male,African-American,2,1,M,12,0
46,Male,Caucasian,1,0,F,27,0
30,Male,African-American,3,0,F,37,0
36,Male,Caucasian,0,0,M,7,0
26,Male,Caucasian,0,0,M,5,1
39,Female,African-American,5,2,F,29,1
31,Male,Hispanic,2,0,M,11,0
40,Female,Hispanic,3,0,F,19,1
28,Male,African-American,2,3,F,35,0
25,Male,African-American,0,1,F,29,1
33,Male,Caucasian,1,0,F,36,1
29,Male,Caucasian,1,0,M,9,0
32,Male,African-American,3,2,F,27,1
32,Male,African-American,5,0,M,19,1
39,Male,Caucasian,0,0,F,35,1
29,Male,Caucasian,2,0,F,23,1
41,Male,Caucasian,1,1,M,11,0
25,Male,African-American,5,0,M,20,1
38,Male,Caucasian,0,0,M,11,0
18,Female,African-American,4,3,M,9,0
18,Male,African-American,3,1,M,14,1
37,Male,African-American,5,3,M,10,1
24,Female,African-American,1,1,F,22,0
29,Male,African-American,4,2,F,39,0
32,Female,Caucasian,2,1,F,37,0
41,Female,Caucasian,2,0,F,34,0
30,Male,African-American,7,1,M,14,0
39,Male,Caucasian,1,0,M,8,0
27,Male,Caucasian,0,1,M,5,0
20,Male,African-American,6,0,F,28,0
20,Male,Hispanic,5,1,M,5,1
25,Male,African-American,7,1,F,30,0
22,Male,Caucasian,0,0,F,24,0
25,Male,Hispanic,1,0,M,10,0
36,Female,Caucasian,1,0,M,7,1
32,Male,African-American,2,1,F,31,1
27,Male,Caucasian,3,0,M,12,0
47,Male,Caucasian,1,1,F,27,1
32,Male,Hispanic,1,1,F,23,0
37,Male,Hispanic,2,0,M,13,1
18,Male,African-American,1,1,F,34,1
34,Male,Caucasian,0,0,F,29,0
34,Male,Hispanic,3,1,F,36,1
24,Male,African-American,4,2,M,18,1
18,Male,African-American,6,1,F,26,1
26,Male,Hispanic,3,0,F,20,0
50,Male,African-American,5,1,F,47,0
34,Male,Caucasian,2,1,M,10,0
27,Male,African-American,3,3,F,27,0
26,Female,Caucasian,1,0,M,20,0
18,Male,African-American,1,1,M,19,1
33,Male,Caucasian,0,0,M,15,0
26,Male,Caucasian,2,0,M,11,0
23,Male,African-American,1,2,M,13,1
37,Male,Hispanic,1,0,F,34,0
28,Male,Caucasian,1,0,F,39,0
26,Male,African-American,3,2,M,13,0
51,Male,Caucasian,1,0,M,9,0
36,Male,African-American,6,1,F,36,1
18,Male,African-American,2,3,M,18,0
34,Male,African-American,1,1,M,15,1
23,Male,African-American,2,2,F,37,0
19,Male,African-American,2,0,F,45,1
32,Female,Other,3,0,M,14,0
22,Male,Caucasian,1,0,M,11,1
34,Male,Other,1,0,M,8,0
33,Female,Hispanic,2,0,F,27,0
26,Male,African-American,3,0,F,26,0
39,Male,Hispanic,1,0,M,14,1
33,Female,Other,2,0,M,11,0
22,Male,Caucasian,2,1,F,29,1
24,Female,Caucasian,3,0,F,26,1
26,Male,African-American,3,2,F,37,1
37,Male,Caucasian,2,0,M,11,0
34,Male,African-American,0,0,F,24,0
38,Male,Other,1,0,M,7,0
40,Female,African-American,1,1,F,30,0
18,Male,African-American,2,2,F,28,1
27,Male,Caucasian,1,0,F,21,0
30,Male,African-American,4,0,M,19,1
23,Male,Other,1,1,M,13,1
27,Male,African-American,1,2,M,16,0
21,Male,African-American,2,1,F,33,1
44,Male,Other,1,0,M,14,1
28,Male,African-American,6,1,F,40,1
25,Male,African-American,2,1,M,23,1
39,Male,Caucasian,1,0,M,5,0
38,Female,Caucasian,0,0,M,12,1
33,Male,Hispanic,3,0,M,10,0
26,Female,Caucasian,1,0,M,11,1
28,Female,Caucasian,2,0,M,8,0
23,Male,African-American,0,3,M,17,1
40,Male,Other,1,0,F,32,1
33,Male,African-American,0,0,F,38,0
30,Male,Caucasian,3,0,F,40,1
24,Male,African-American,3,0,F,30,1
25,Male,Hispanic,3,0,M,10,0
34,Male,African-American,4,1,F,31,0
31,Female,Hispanic,2,0,M,16,1
37,Male,Caucasian,1,0,F,28,0
31,Male,African-American,2,0,F,29,1
30,Male,Caucasian,0,2,M,6,0
28,Male,African-American,2,0,F,19,1
24,Male,African-American,6,1,F,30,0
18,Female,African-American,5,1,F,31,1
25,Male,Hispanic,1,3,M,8,1
24,Male,Hispanic,5,0,M,14,0
24,Male,African-American,7,0,M,14,0
28,Male,African-American,3,0,M,19,1
43,Male,Hispanic,0,0,M,11,0
25,Male,African-American,0,2,F,43,1
39,Male,African-American,5,2,F,30,1
22,Male,Hispanic,1,1,F,31,1
36,Male,Caucasian,1,1,F,22,0
32,Male,African-American,4,1,F,22,1
19,Male,African-American,2,2,F,34,1
25,Male,Caucasian,0,1,F,30,0
46,Male,Caucasian,0,1,F,21,0
18,Male,Hispanic,2,2,F,23,0
18,Male,African-American,3,3,M,12,0
23,Female,Other,1,1,F,34,0
24,Male,Caucasian,1,1,M,14,0
34,Male,Other,1,1,M,8,0
30,Male,African-American,4,0,M,19,0
25,Male,African-American,4,1,M,11,0
38,Male,Caucasian,2,0,M,11,0
21,Male,Other,1,1,M,14,1
18,Female,African-American,2,2,F,33,1
22,Male,Caucasian,1,0,F,16,1
24,Male,African-American,4,1,M,17,0
32,Male,Caucasian,1,0,M,14,0
25,Male,African-American,4,1,M,15,1
26,Female,Hispanic,0,1,M,11,1
21,Male,African-American,3,2,F,35,1
37,Male,Hispanic,3,1,M,5,1
38,Male,Hispanic,5,1,F,26,1
28,Male,Other,3,0,M,9,1
43,Male,Caucasian,0,0,F,28,1
29,Male,Other,3,0,F,30,1
32,Female,African-American,3,0,M,13,0
20,Male,African-American,3,0,M,21,1
40,Male,Other,2,0,M,11,1
32,Male,African-American,3,2,M,10,1
39,Male,African-American,1,0,F,43,1
25,Male,Caucasian,3,0,M,10,0
31,Female,Caucasian,2,0,M,10,0
29,Female,African-American,5,0,M,11,1
36,Female,Caucasian,3,0,F,35,0
32,Male,Hispanic,3,1,M,9,1
36,Male,Caucasian,1,2,M,7,1
29,Male,Hispanic,1,1,F,32,1
18,Male,African-American,1,0,M,14,0
29,Male,African-American,4,0,M,20,1
24,Male,African-American,1,1,M,15,0
29,Male,African-American,5,1,M,15,0
28,Male,Hispanic,2,1,F,25,1
30,Male,African-American,3,1,F,31,1
28,Male,Hispanic,3,1,F,29,0
39,Female,Hispanic,2,1,F,24,0
23,Male,Hispanic,3,1,M,13,1
33,Male,Caucasian,0,0,M,12,0
37,Female,Caucasian,1,0,M,10,1
38,Male,Hispanic,0,0,F,27,1
29,Female,Other,1,0,M,11,0
35,Male,Hispanic,3,1,M,14,0
24,Male,African-American,4,3,F,28,1
30,Female,Other,1,1,M,8,1
43,Male,Hispanic,1,2,F,28,0
29,Male,Caucasian,0,0,F,34,0
27,Female,Hispanic,4,0,M,5,1
32,Male,African-American,2,1,F,43,1
31,Male,Hispanic,3,1,F,33,1
21,Male,African-American,2,0,F,34,0
32,Male,Other,7,0,F,37,1
26,Female,African-American,6,1,F,44,1
25,Male,Caucasian,2,0,M,6,1
37,Male,African-American,1,2,M,12,1
32,Female,Caucasian,0,0,M,9,0
21,Male,African-American,7,1,F,41,1
18,Male,African-American,1,2,F,34,0
30,Female,African-American,4,1,F,28,1
22,Male,African-American,3,1,M,12,0
29,Male,Hispanic,4,0,F,35,0
30,Male,Caucasian,1,1,M,10,0
39,Male,Caucasian,0,1,F,27,0
38,Male,Caucasian,1,0,M,20,0
41,Female,Hispanic,4,3,M,15,0
49,Male,Caucasian,0,1,F,32,1
21,Male,African-American,4,2,F,33,1
26,Male,African-American,5,0,M,19,0
28,Male,African-American,5,1,M,20,0
32,Male,African-American,2,1,M,10,0
34,Male,African-American,4,1,M,13,0
30,Male,Caucasian,2,0,M,8,1
23,Female,Caucasian,1,0,F,27,1
24,Male,African-American,3,0,M,11,0
29,Male,Caucasian,1,0,F,19,0
28,Male,African-American,5,1,F,41,0
24,Male,African-American,5,1,F,34,1
30,Female,Caucasian,0,0,F,30,1
21,Male,African-American,1,1,F,36,1
28,Male,Hispanic,1,0,F,34,0
47,Male,Caucasian,1,1,M,6,1
37,Male,Caucasian,2,1,M,7,0
31,Male,African-American,3,2,F,32,1
39,Male,Caucasian,1,0,M,4,1
29,Male,African-American,2,2,F,33,0
21,Female,African-American,2,3,M,15,0
22,Male,African-American,5,1,F,42,0
18,Female,African-American,6,2,F,36,1
32,Male,Hispanic,3,2,F,34,1
29,Female,Caucasian,0,0,F,30,1
26,Male,African-American,6,1,F,32,0
18,Male,Caucasian,1,0,M,7,0
18,Female,African-American,1,0,F,38,0
32,Male,Hispanic,2,3,F,40,0
25,Male,Hispanic,1,0,F,33,0
27,Male,Caucasian,2,0,F,22,0
29,Male,Caucasian,2,0,F,30,1
27,Male,Other,5,0,F,24,1
25,Female,African-American,5,0,F,32,1
33,Male,Hispanic,3,1,M,14,0
34,Male,Caucasian,0,0,F,35,0
38,Male,Caucasian,3,0,F,29,1
25,Male,Hispanic,3,0,M,13,1
35,Male,Caucasian,0,1,M,10,0
25,Male,Hispanic,1,1,F,28,1
24,Male,African-American,4,0,F,29,0
30,Male,African-American,6,0,F,31,1
26,Male,Hispanic,0,0,M,11,0
26,Male,African-American,4,1,M,8,0
18,Male,African-American,1,0,F,37,1
40,Male,Caucasian,0,0,F,27,1
26,Female,African-American,3,2,M,13,0
42,Female,Caucasian,0,0,F,33,0
36,Male,African-American,3,1,F,35,1
20,Male,Hispanic,3,2,M,9,0
36,Male,Caucasian,0,0,F,33,1
32,Female,Caucasian,2,0,M,10,0
32,Female,African-American,1,1,M,8,0
31,Male,African-American,4,2,F,34,1
33,Female,African-American,2,2,F,30,0
24,Female,Caucasian,1,0,M,9,1
36,Male,Other,1,0,M,9,0
25,Male,Caucasian,0,0,M,11,0
34,Female,Caucasian,2,0,M,14,0
26,Female,African-American,6,0,F,36,0
44,Male,Caucasian,0,1,M,11,0
39,Male,Caucasian,2,0,M,12,1
36,Male,Caucasian,1,0,F,36,1
29,Female,Caucasian,3,0,M,19,1
29,Male,Caucasian,0,2,F,26,1
36,Male,Caucasian,2,0,M,16,1
25,Male,Hispanic,5,0,M,8,1
18,Female,African-American,4,3,M,23,1
33,Female,African-American,2,3,M,17,0
23,Male,African-American,3,2,F,32,1
25,Male,Caucasian,4,0,M,12,0
40,Male,Caucasian,2,0,M,11,0
35,Male,Caucasian,0,0,F,30,0
32,Female,African-American,2,3,M,13,0
20,Male,Caucasian,0,0,M,17,0
22,Male,African-American,0,2,F,36,0
29,Female,African-American,4,3,M,15,1
43,Male,Other,2,1,F,18,0
39,Female,Other,3,0,F,38,0
27,Male,Other,3,0,M,6,1
24,Male,Caucasian,1,0,M,9,1
37,Male,African-American,5,1,F,26,1
28,Male,Caucasian,0,0,M,15,1
22,Female,African-American,3,3,F,42,0
25,Female,African-American,3,1,M,12,1
27,Female,African-American,2,1,M,14,1
21,Male,African-American,1,2,F,40,1
22,Female,Caucasian,0,0,M,9,1
24,Male,African-American,3,0,F,34,1
36,Male,African-American,3,3,F,42,0
25,Male,Caucasian,1,0,M,17,0
42,Male,Caucasian,2,0,F,36,0
27,Male,African-American,6,0,M,11,1
30,Female,Caucasian,3,2,M,10,0
35,Female,African-American,2,1,F,40,0
32,Male,African-American,4,0,M,19,1
40,Male,Caucasian,1,0,F,32,0
54,Female,Caucasian,2,0,F,25,0
18,Male,African-American,4,2,M,16,1
31,Male,Caucasian,0,0,F,31,0
37,Female,African-American,5,0,M,15,1
28,Male,Caucasian,1,0,F,32,1
37,Male,Caucasian,0,0,F,21,0
38,Female,Hispanic,1,1,M,14,0
21,Male,African-American,2,3,F,25,0
32,Male,Hispanic,3,1,M,8,0
30,Male,African-American,1,0,M,12,0
19,Male,African-American,6,0,M,12,1
26,Male,Other,1,1,M,8,1
18,Male,African-American,5,0,M,21,1
39,Female,Caucasian,1,0,M,16,0
27,Female,Caucasian,0,0,M,9,0
22,Male,Other,0,0,M,15,0
27,Male,Caucasian,2,1,M,12,0
23,Female,African-American,2,1,F,31,1
29,Male,African-American,4,3,F,28,1
34,Female,Caucasian,1,1,M,8,0
35,Male,Other,3,0,M,5,1
38,Male,Other,0,0,M,19,0
34,Male,Caucasian,3,1,F,29,1
35,Female,Caucasian,0,0,F,32,1
26,Female,Hispanic,2,2,F,27,0
28,Male,Caucasian,1,0,M,9,0
34,Male,Caucasian,3,0,M,12,1
38,Male,African-American,6,2,F,38,1
28,Male,African-American,6,1,F,27,1
28,Male,Caucasian,1,0,M,6,0
32,Male,Other,0,1,M,12,0
20,Male,African-American,4,1,M,18,1
28,Male,African-American,2,2,M,16,0
24,Male,Hispanic,4,1,F,30,0
22,Male,Caucasian,0,1,M,6,0
34,Male,Hispanic,2,0,M,10,1
18,Male,African-American,4,0,M,9,1
35,Male,African-American,4,3,M,13,1
39,Male,Caucasian,0,2,F,25,1
24,Male,African-American,3,2,F,34,0
21,Male,African-American,1,1,M,13,0
33,Male,Hispanic,1,0,M,11,1
29,Female,Other,0,0,M,4,0
27,Male,African-American,2,1,M,14,0
21,Male,African-American,0,1,F,31,1
27,Male,African-American,3,2,M,18,0
32,Male,African-American,4,0,F,35,0
34,Male,Caucasian,4,0,M,7,1
24,Female,African-American,3,2,M,11,0
37,Male,Hispanic,4,0,F,28,0
33,Male,Caucasian,0,0,M,7,0
27,Male,Other,2,0,F,42,0
33,Male,African-American,3,1,M,11,0
23,Male,African-American,1,0,M,13,1
18,Male,African-American,7,1,M,16,1
24,Male,African-American,6,2,M,16,1
33,Male,Caucasian,2,0,F,34,0
18,Male,African-American,1,2,M,13,1
18,Male,African-American,2,1,M,13,1
24,Male,African-American,3,2,F,47,0
18,Female,African-American,3,1,F,32,1
35,Male,African-American,1,3,F,36,0
18,Male,African-American,6,1,M,15,1
20,Male,Caucasian,1,0,M,12,1
19,Female,Hispanic,1,2,F,25,1
18,Male,African-American,2,0,F,29,0
28,Male,African-American,3,2,M,14,0
28,Male,African-American,2,2,F,43,0
26,Male,African-American,3,0,M,15,0
34,Male,African-American,1,1,M,15,0
32,Male,Caucasian,0,1,F,28,0
28,Male,Caucasian,0,1,M,9,1
38,Male,Hispanic,4,0,M,9,0
26,Male,African-American,3,1,F,31,1
34,Female,Caucasian,1,0,F,24,1
36,Male,Other,3,1,F,30,1
48,Female,Caucasian,1,0,F,29,0
27,Male,Caucasian,1,0,M,13,0
18,Male,African-American,2,1,F,34,1
25,Male,Hispanic,3,1,M,5,0
38,Male,Caucasian,2,0,M,9,0
18,Male,African-American,4,3,M,10,1
18,Male,African-American,0,0,M,9,1
28,Male,Hispanic,1,1,M,7,1
37,Male,Caucasian,1,0,M,7,0
33,Male,Caucasian,1,0,M,6,0
34,Male,Other,2,1,F,25,1
27,Female,African-American,3,0,M,13,1
25,Male,African-American,5,1,F,29,0
45,Male,Caucasian,2,1,M,14,1
30,Male,African-American,3,1,M,13,0
23,Male,African-American,1,2,M,12,1
29,Female,Hispanic,7,1,F,32,0
18,Female,African-American,5,1,F,37,1
32,Male,Hispanic,1,0,F,31,0
23,Male,African-American,3,0,F,28,1
21,Male,African-American,1,1,F,45,1
31,Male,African-American,3,1,M,7,1
21,Female,African-American,3,1,F,28,1
19,Male,African-American,7,3,F,31,0
23,Female,African-American,2,1,F,33,0
25,Male,African-American,4,1,M,14,1
31,Female,African-American,4,1,F,22,1
36,Male,Caucasian,1,1,M,8,0
31,Male,African-American,2,2,M,15,1
38,Female,Other,2,0,F,23,1
31,Male,African-American,1,0,F,35,1
33,Male,Caucasian,1,1,F,19,0
36,Male,African-American,3,1,F,38,1
32,Male,African-American,2,2,M,15,0
36,Male,African-American,2,2,F,31,1
33,Male,African-American,3,1,F,28,0
20,Male,African-American,6,2,F,42,1
32,Female,Other,2,0,F,28,0
26,Female,African-American,2,2,M,15,1
37,Male,African-American,3,1,F,24,1
38,Female,Caucasian,1,0,M,12,0
23,Male,Caucasian,0,0,F,24,1
24,Male,African-American,1,0,F,42,1
19,Male,African-American,2,0,F,35,1
19,Male,African-American,4,1,M,13,0
34,Male,Other,2,1,M,11,0
18,Male,African-American,3,1,M,17,0
24,Male,African-American,2,0,M,12,0
22,Male,Other,1,1,F,23,0
41,Female,Caucasian,0,0,M,9,0
18,Male,African-American,3,3,F,34,1
26,Male,African-American,7,3,M,13,1
27,Male,African-American,2,0,F,33,1
34,Male,African-American,0,1,F,34,0
37,Male,African-American,4,1,M,12,1
22,Male,African-American,0,0,F,30,1
43,Male,African-American,2,2,M,14,0
25,Male,African-American,3,1,M,22,0
28,Male,Hispanic,2,1,F,20,1
27,Male,Hispanic,4,2,F,29,0
19,Female,African-American,4,3,M,13,1
31,Male,African-American,3,1,F,34,0
23,Male,Hispanic,0,1,M,15,0
26,Male,African-American,5,2,M,22,1
19,Male,African-American,0,1,F,31,1
38,Female,Other,0,1,F,22,1
19,Male,African-American,5,1,F,31,0
29,Female,African-American,3,1,M,17,1
18,Male,African-American,2,1,F,29,1
18,Male,African-American,1,3,F,34,1
37,Male,Other,0,0,F,27,0
30,Male,African-American,4,1,F,39,0
23,Male,African-American,2,2,F,33,1
18,Male,African-American,6,1,F,34,0
36,Female,African-American,2,2,M,16,1
28,Male,African-American,4,1,F,40,1
25,Female,Caucasian,1,0,F,34,0
31,Male,African-American,1,1,M,15,0
26,Male,Hispanic,1,1,M,10,1
36,Male,Caucasian,2,0,F,24,0
25,Male,African-American,0,2,M,12,1
29,Male,Caucasian,1,0,M,9,1
23,Male,Other,1,1,F,27,0
33,Male,African-American,2,1,F,48,1
31,Male,Caucasian,2,0,M,12,1
31,Male,African-American,3,3,F,36,1
37,Male,Caucasian,0,1,M,8,1
26,Male,African-American,1,2,F,36,1
23,Female,African-American,1,1,M,18,1
39,Male,Caucasian,1,0,F,24,0
21,Male,African-American,1,1,F,28,1
37,Male,African-American,5,0,M,11,1
35,Male,African-American,6,1,F,35,1
38,Female,Caucasian,1,0,F,36,0
31,Female,Caucasian,3,0,M,6,0
35,Male,Caucasian,0,0,M,8,0
23,Male,Hispanic,2,0,F,29,0
27,Male,African-American,3,1,M,16,0
32,Male,Caucasian,1,0,M,10,1
34,Male,Hispanic,3,0,F,33,1
34,Male,Hispanic,1,1,F,29,1
